2345|quarter to midnight|Billy’s plan lasts until quarter to midnight. He’s been watching some action movie in his underwear, and although the plot is simple—something about a guy seeking revenge on the men who killed his dog—Billy has lost the thread. He decides to call it a day.
2345|three quarters past eleven|The church clocks chimed three quarters past eleven, as two figures emerged on London Bridge. One, which advanced with a swift and rapid step, was that of a woman who looked eagerly about her as though in quest of some expected object; the other figure was that of a man...
2345|quarter to twelve|We struck the tow-path at length, and that made us happy because prior to this we had not been sure whether we were walking towards the river or away from it, and when you are tired and want to go to bed, uncertainties like that worry you. We passed Shiplake as the clock was striking the quarter to twelve and then George said thoughtfully: "You don't happen to remember which of the islands it was, do you?"
