1950|ten minutes to eight|Everything was arranged for them. A real limousine came at ten minutes to eight and took them to the theater. It drew up under the marquee at exactly the right time, after the big stars and the director and the author and the governor and the mayor and some less important stars.
1950|ten minutes to eight|The hands of the clock in the middle of the wall were pointing to ten minutes to eight. The cafe closed at eight.
1950|ten to eight|At ten to eight, he strolled downstairs, to make sure that Signora Buffi was not pottering around in the hall and that her door was not open, and to make sure there really was no one in Freddie's car
