2325|11.25 p.m.|OK, Estelle, I will be at Nice Airport at 11.25 p.m. on Saturday, BA: Could you send the driver?
2325|eleven o'clock and twenty-five minutes|To test the intensity of the light whose nature and cause he could not determine, he took out his watch to see if he could make out the figures on the dial. They were plainly visible, and the hands indicated the hour of eleven o'clock and twenty-five minutes. At that moment the mysterious illumination suddenly flared to an intense, an almost blinding splendor…
