1049|10:49 A.M.|10:49 A.M.<br/>As Ally watched Winston Bartlett sweep from the room, she was still trying to take measure of the man. What troubled her was why Grant and Bartlett were both so anxious to get her and her mother out to the clinic.
1049|forty-nine minutes past ten|By forty-nine minutes past ten, we fall in again with a fine portion of the ancient road, which the modern track constantly follows, and descend by some steep windings, hewn in the side of a precipitous cliff, to the place where the Ouad-el-Haoud commences.
